"ชื่อกลุ่ม","ทั้งหมด","ไตรมาส1","ไตรมาส2","ไตรมาส3","ไตรมาส4"
"จำนวน","ผลรวมAdjRW","CMI","จำนวน","ผลรวมAdjRW","CMI","จำนวน","ผลรวมAdjRW","CMI","จำนวน","ผลรวมAdjRW","CMI","จำนวน","ผลรวมAdjRW","CMI"
"01730 Nervous system neoplasms with diag proc, no CC","574","861.2225","1.5004","413","618.2347","1.4969","130","193.7011","1.4900","22","36.2282","1.6467","2","2.7688","1.3844"
"01732 Nervous system neoplasms with diag proc, w mild to mod CC","215","443.4181","2.0624","130","264.2698","2.0328","65","134.2069","2.0647","17","39.2954","2.3115","0","0.0000","0.0000"
"01733 Nervous system neoplasms with diag proc, w severe CC","180","431.3527","2.3964","115","275.5983","2.3965","46","110.2614","2.3970","17","40.8077","2.4005","1","2.2577","2.2577"
"01734 Nervous system neoplasms with diag proc, w catas CC","103","484.9913","4.7087","60","283.0469","4.7174","24","112.5508","4.6896","18","84.6651","4.7036","0","0.0000","0.0000"
"01740 NS neoplasms with blood transfusion, no CC","9","7.6604","0.8512","3","2.5938","0.8646","4","3.3374","0.8344","2","1.7292","0.8646","0","0.0000","0.0000"
"01743 NS neoplasms with blood transfusion, w mild to sev CC","35","72.8768","2.0822","15","30.9757","2.0650","9","19.1454","2.1273","10","20.6712","2.0671","1","2.0845","2.0845"
"01744 NS neoplasms with blood transfusion, w catas CC","15","63.1877","4.2125","6","24.9378","4.1563","6","25.6971","4.2829","2","8.3826","4.1913","1","4.1702","4.1702"
"01750 Specific cerebrovascular disorders exc TIA, transferred, no CC","2,055","1,740.6903","0.8471","1,432","1,212.9329","0.8470","454","384.6204","0.8472","125","105.9174","0.8473","0","0.0000","0.0000"
"01751 Specific cerebrovascular disorders exc TIA, transferred, w mild CC","414","463.3336","1.1192","256","286.3846","1.1187","116","129.8166","1.1191","28","31.3162","1.1184","2","2.2330","1.1165"
"01752 Specific cerebrovascular disorders exc TIA, transferred, w mod CC","528","798.9467","1.5132","359","543.7762","1.5147","133","200.8403","1.5101","26","38.9615","1.4985","0","0.0000","0.0000"
"01753 Specific cerebrovascular disorders exc TIA, transferred, w severe CC","752","1,285.2094","1.7091","489","836.7437","1.7111","206","351.6256","1.7069","51","86.4541","1.6952","0","0.0000","0.0000"
"01754 Specific cerebrovascular disorders exc TIA, transferred, w catas CC","247","673.9808","2.7287","161","439.7951","2.7316","62","168.9538","2.7251","21","56.9990","2.7142","0","0.0000","0.0000"
"01760 Nervous syst infection exc viral meningitis, transferred, no CC","412","309.2796","0.7507","197","148.2520","0.7525","139","103.4837","0.7445","70","52.9183","0.7560","5","3.8980","0.7796"
"01761 Nervous syst infection exc viral meningitis, transferred, w mild CC","271","385.0709","1.4209","125","178.3043","1.4264","79","104.8698","1.3275","58","86.8945","1.4982","9","15.0023","1.6669"
"01762 Nervous syst infection exc viral meningitis, transferred, w mod CC","169","301.3950","1.7834","83","136.1486","1.6403","48","91.1808","1.8996","35","70.6381","2.0182","2","2.2577","1.1289"
"01763 Nervous syst infection exc viral meningitis, transferred, w severe CC","246","389.5216","1.5834","124","196.1093","1.5815","75","118.6626","1.5822","45","71.5553","1.5901","0","0.0000","0.0000"
"01764 Nervous syst infection exc viral meningitis, transferred, w catas CC","133","433.1353","3.2567","60","196.7950","3.2799","48","155.1623","3.2325","24","77.8212","3.2426","0","0.0000","0.0000"
"02010 Retinal procedures, no CC","1,527","3,181.4383","2.0835","1,173","2,442.5368","2.0823","308","642.4216","2.0858","44","92.3876","2.0997","0","0.0000","0.0000"
"02012 Retinal procedures, w mild to mod CC","139","350.5563","2.5220","77","197.8108","2.5690","54","134.0288","2.4820","6","14.1258","2.3543","0","0.0000","0.0000"
"02013 Retinal procedures, w severe CC","101","308.6508","3.0559","60","178.4187","2.9736","32","101.4841","3.1714","7","23.3814","3.3402","1","2.6833","2.6833"
"02014 Retinal procedures, w catas CC","10","50.4700","5.0470","7","35.3290","5.0470","0","0.0000","0.0000","2","10.0940","5.0470","0","0.0000","0.0000"
"02020 Enucleation and orbital procedures, no CC","227","365.7351","1.6112","150","243.4196","1.6228","57","91.4801","1.6049","14","21.7272","1.5519","2","3.0312","1.5156"
"02022 Enucleation and orbital procedures, w mild to mod CC","39","89.3513","2.2911","17","38.9980","2.2940","13","29.8220","2.2940","8","18.2373","2.2797","0","0.0000","0.0000"
"02023 Enucleation and orbital procedures, w severe CC","28","75.4158","2.6934","12","32.3141","2.6928","12","32.2925","2.6910","4","10.8092","2.7023","0","0.0000","0.0000"
"02024 Enucleation and orbital procedures, w catas CC","13","69.0207","5.3093","6","33.2148","5.5358","2","11.0716","5.5358","4","19.1985","4.7996","1","5.5358","5.5358"
"02039 Proc for major eye injury, w or wo CC","93","224.0719","2.4094","54","130.4247","2.4153","20","47.8847","2.3942","18","43.1630","2.3979","1","2.5995","2.5995"
"02050 Intraocular proc except lens & retina, no CC","857","1,005.3375","1.1731","663","775.0311","1.1690","177","209.6368","1.1844","7","8.4866","1.2124","1","1.2211","1.2211"
"02052 Intraocular proc except lens & retina, w mild to mod CC","71","127.5536","1.7965","41","70.6937","1.7242","20","33.8074","1.6904","10","23.0525","2.3053","0","0.0000","0.0000"
"02053 Intraocular proc except lens & retina, w severe CC","44","78.9232","1.7937","24","42.9753","1.7906","12","21.5327","1.7944","5","9.0095","1.8019","2","3.6038","1.8019"
"02054 Intraocular proc except lens & retina, w catas CC","2","6.1766","3.0883","2","6.1766","3.0883","0","0.0000","0.0000","0","0.0000","0.0000","0","0.0000","0.0000"
"02060 Major lens procedures, no CC","27,126","36,234.0840","1.3358","19,662","26,249.6785","1.3350","6,484","8,681.5270","1.3389","860","1,144.2752","1.3306","108","142.4149","1.3187"
"02061 Major lens procedures, w mild CC","325","485.1897","1.4929","204","302.9049","1.4848","100","151.1655","1.5117","20","29.6546","1.4827","0","0.0000","0.0000"
"02062 Major lens procedures, w mod CC","460","724.7615","1.5756","321","505.7481","1.5755","112","176.4560","1.5755","20","31.5100","1.5755","6","9.4530","1.5755"
"02063 Major lens procedures, w severe CC","967","1,640.4514","1.6964","701","1,189.2136","1.6965","237","402.0008","1.6962","22","37.3643","1.6984","3","5.0883","1.6961"
"02064 Major lens procedures, w catas CC","53","108.1253","2.0401","25","50.9900","2.0396","20","40.8185","2.0409","6","12.2376","2.0396","0","0.0000","0.0000"
"02070 Other lens procedures, no CC","3,149","3,733.5434","1.1856","2,054","2,431.3679","1.1837","737","874.3380","1.1863","259","307.4439","1.1870","95","115.6625","1.2175"
"02071 Other lens procedures, w mild CC","337","489.4034","1.4522","220","312.3793","1.4199","82","122.8713","1.4984","29","44.9783","1.5510","5","7.9340","1.5868"
"02072 Other lens procedures, w mod CC","87","126.0246","1.4486","50","72.2331","1.4447","22","31.5223","1.4328","14","20.2181","1.4442","1","2.0511","2.0511"
"02073 Other lens procedures, w severe CC","200","280.1333","1.4007","127","176.9151","1.3930","53","74.7409","1.4102","20","28.4773","1.4239","0","0.0000","0.0000"
"02074 Other lens procedures, w catas CC","18","32.3118","1.7951","6","10.8006","1.8001","7","12.5107","1.7872","5","9.0005","1.8001","0","0.0000","0.0000"
"02080 Other eye  procedures, no CC","3,311","2,399.0945","0.7246","2,279","1,640.0108","0.7196","933","686.8302","0.7362","88","64.2054","0.7296","1","0.6501","0.6501"
"02082 Other eye  procedures, w mild to mod CC","161","222.3569","1.3811","103","142.4201","1.3827","42","58.0760","1.3828","14","19.1641","1.3689","0","0.0000","0.0000"
"02083 Other eye  procedures, w severe CC","83","139.4583","1.6802","52","87.1549","1.6761","22","36.7014","1.6682","8","14.0503","1.7563","1","1.5517","1.5517"
"02084 Other eye  procedures, w catas CC","10","18.6460","1.8646","4","7.4584","1.8646","4","7.4584","1.8646","2","3.7292","1.8646","0","0.0000","0.0000"
"02090 Keratoplasty, no CC","39","98.7357","2.5317","20","50.9554","2.5478","13","32.9855","2.5373","2","4.9316","2.4658","0","0.0000","0.0000"
"02092 Keratoplasty, w mild to mod CC","3","10.1462","3.3821","0","0.0000","0.0000","2","6.7821","3.3911","0","0.0000","0.0000","0","0.0000","0.0000"
"02094 Keratoplasty, w sev to cat CC","3","13.3272","4.4424","1","4.4424","4.4424","1","4.4424","4.4424","0","0.0000","0.0000","0","0.0000","0.0000"
"02109 Enucleation and orbital proc for eye malignancy, w or wo CC","11","75.6733","6.8794","4","27.7700","6.9425","5","34.0183","6.8037","2","13.8850","6.9425","0","0.0000","0.0000"
"02110 Multiple major lens procedures, no CC","132","240.4904","1.8219","72","130.9158","1.8183","41","74.9412","1.8278","19","34.6334","1.8228","0","0.0000","0.0000"
"02112 Multiple major lens procedures, w mild to mod CC","10","21.0360","2.1036","7","14.7252","2.1036","1","2.1036","2.1036","2","4.2072","2.1036","0","0.0000","0.0000"
"02114 Multiple major lens procedures, w sev to cat CC","20","52.2256","2.6113","12","31.2304","2.6025","5","13.1220","2.6244","3","7.8732","2.6244","0","0.0000","0.0000"
"02120 Multiple other lens procedures, no CC","10","15.8850","1.5885","6","9.5310","1.5885","4","6.3540","1.5885","0","0.0000","0.0000","0","0.0000","0.0000"
"02124 Multiple other lens procedures, w mild to cat CC","1","2.0649","2.0649","1","2.0649","2.0649","0","0.0000","0.0000","0","0.0000","0.0000","0","0.0000","0.0000"
"02139 Major proc for lacrimal system, w or wo CC","104","200.6721","1.9295","72","138.9262","1.9295","26","50.1701","1.9296","5","9.6465","1.9293","0","0.0000","0.0000"
"02500 Hyphema and medically managed trauma, no CC","1,731","539.1114","0.3114","1,135","351.0756","0.3093","452","142.0422","0.3143","124","39.6924","0.3201","7","2.2947","0.3278"
"02501 Hyphema and medically managed trauma, w mild CC","264","111.6414","0.4229","154","63.6388","0.4132","72","30.5261","0.4240","35","15.9536","0.4558","3","1.5229","0.5076"
"02502 Hyphema and medically managed trauma, w mod CC","113","71.0583","0.6288","55","34.2054","0.6219","37","22.9549","0.6204","19","12.8498","0.6763","1","0.5431","0.5431"
"02504 Hyphema and medically managed trauma, w sev to cat CC","58","50.6595","0.8734","27","23.6643","0.8765","19","16.4796","0.8673","11","9.6253","0.8750","1","0.8903","0.8903"
"02510 Acute and major eye infections age > 54, no CC","620","547.3032","0.8827","374","330.6826","0.8842","183","162.4343","0.8876","51","43.7203","0.8573","6","5.0924","0.8487"
"02512 Acute and major eye infections age > 54, w mild to mod CC","111","136.6151","1.2308","46","52.6173","1.1439","37","46.8863","1.2672","26","34.9616","1.3447","1","1.0325","1.0325"
"02513 Acute and major eye infections age > 54, w severe CC","63","109.7249","1.7417","26","45.2340","1.7398","21","36.4790","1.7371","14","24.6163","1.7583","0","0.0000","0.0000"
"02514 Acute and major eye infections age > 54, w catas CC","16","67.9786","4.2487","10","42.6278","4.2628","5","21.1824","4.2365","1","4.1684","4.1684","0","0.0000","0.0000"
"02520 Acute and major eye infections age < 55, no CC","785","491.7374","0.6264","501","315.3636","0.6295","188","117.9785","0.6275","83","50.2494","0.6054","4","2.3730","0.5933"
"02522 Acute and major eye infections age < 55, w mild to mod CC","112","111.9260","0.9993","46","48.3523","1.0511","34","33.0742","0.9728","30","28.8779","0.9626","0","0.0000","0.0000"
"02524 Acute and major eye infections age < 55, w sev to cat CC","34","62.0728","1.8257","13","23.6546","1.8196","11","20.2818","1.8438","10","18.1364","1.8136","0","0.0000","0.0000"
"02530 Neurological and vasc disor of the eye, no CC","299","358.1507","1.1978","186","222.9657","1.1987","74","88.3379","1.1938","34","40.7681","1.1991","0","0.0000","0.0000"
"02532 Neurological and vasc disor of the eye, w mild to mod CC","51","76.7596","1.5051","22","33.1512","1.5069","17","25.5562","1.5033","9","13.5924","1.5103","0","0.0000","0.0000"
"02534 Neurological and vasc disor of the eye, w sev to cat CC","23","39.3093","1.7091","12","20.3224","1.6935","8","13.8720","1.7340","2","3.3466","1.6733","0","0.0000","0.0000"
"02540 Other disorders of the eye, no CC","2,589","993.1503","0.3836","1,582","607.4250","0.3840","768","294.0090","0.3828","205","78.6723","0.3838","5","1.9094","0.3819"
"02541 Other disorders of the eye, w mild CC","173","123.2324","0.7123","87","58.8005","0.6759","49","36.2162","0.7391","35","27.0067","0.7716","1","0.6045","0.6045"
"02542 Other disorders of the eye, w mod CC","264","250.7863","0.9499","139","130.1429","0.9363","82","74.8912","0.9133","26","29.5250","1.1356","5","5.5308","1.1062"
"02543 Other disorders of the eye, w severe CC","107","130.4609","1.2193","37","44.9501","1.2149","41","50.3368","1.2277","25","30.3942","1.2158","1","1.1516","1.1516"
"02544 Other disorders of the eye, w catas CC","16","25.4047","1.5878","7","10.9904","1.5701","7","11.2283","1.6040","2","3.1860","1.5930","0","0.0000","0.0000"
"02550 Malignant neoplasm of the eye, no CC","27","38.7454","1.4350","15","20.3256","1.3550","7","10.3776","1.4825","5","8.0422","1.6084","0","0.0000","0.0000"
"02551 Malignant neoplasm of the eye, w mild CC","4","8.0465","2.0116","2","5.1559","2.5780","0","0.0000","0.0000","2","2.8906","1.4453","0","0.0000","0.0000"
"02552 Malignant neoplasm of the eye, w mod CC","1","1.7655","1.7655","0","0.0000","0.0000","1","1.7655","1.7655","0","0.0000","0.0000","0","0.0000","0.0000"
"02553 Malignant neoplasm of the eye, w severe CC","2","6.0796","3.0398","1","3.0398","3.0398","0","0.0000","0.0000","0","0.0000","0.0000","1","3.0398","3.0398"
"03010 Major head and neck proc, no CC","93","324.1870","3.4859","63","220.2973","3.4968","18","62.4754","3.4709","8","27.7315","3.4664","2","6.8414","3.4207"
"03012 Major head and neck proc, w mild to mod CC","14","66.6378","4.7598","5","23.8845","4.7769","1","4.7769","4.7769","8","37.9764","4.7471","0","0.0000","0.0000"
"03013 Major head and neck proc, w severe CC","23","132.9791","5.7817","14","80.9438","5.7817","7","40.4719","5.7817","1","5.7817","5.7817","0","0.0000","0.0000"
"03014 Major head and neck proc, w catas CC","11","90.6051","8.2368","9","74.1321","8.2369","2","16.4730","8.2365","0","0.0000","0.0000","0","0.0000","0.0000"
"03020 Surgical repair for cleft lip or palate, no CC","238","294.5511","1.2376","162","200.4872","1.2376","55","68.0585","1.2374","17","21.0526","1.2384","0","0.0000","0.0000"
"03022 Surgical repair for cleft lip or palate, w mild to mod CC","9","12.8250","1.4250","5","7.1250","1.4250","1","1.4250","1.4250","3","4.2750","1.4250","0","0.0000","0.0000"
"03024 Surgical repair for cleft lip or palate, w sev to cat CC","13","24.3022","1.8694","5","9.3470","1.8694","5","9.3470","1.8694","2","3.7388","1.8694","0","0.0000","0.0000"
"03030 Maxillo surgery, no CC","600","1,210.3617","2.0173","443","893.6154","2.0172","121","244.1454","2.0177","17","34.3298","2.0194","0","0.0000","0.0000"
"03031 Maxillo surgery, w mild CC","33","84.9192","2.5733","21","54.0420","2.5734","9","23.1579","2.5731","2","5.1462","2.5731","1","2.5731","2.5731"
"03032 Maxillo surgery, w mod CC","150","397.6437","2.6510","87","230.5803","2.6503","48","127.2864","2.6518","12","31.8216","2.6518","0","0.0000","0.0000"
"03033 Maxillo surgery, w severe CC","181","576.9541","3.1876","109","347.4742","3.1878","50","159.4748","3.1895","19","60.5967","3.1893","1","3.0298","3.0298"
"03034 Maxillo surgery, w catas CC","69","346.0342","5.0150","36","180.5304","5.0147","24","120.3943","5.0164","9","45.1095","5.0122","0","0.0000","0.0000"
"03040 Salivary procedures, no CC","263","471.0317","1.7910","193","345.6912","1.7911","56","100.3449","1.7919","13","23.2038","1.7849","0","0.0000","0.0000"
"03042 Salivary procedures, w mild to mod CC","28","62.2020","2.2215","9","19.9935","2.2215","10","22.2150","2.2215","8","17.7720","2.2215","0","0.0000","0.0000"
"03044 Salivary procedures, w sev to cat CC","18","52.9913","2.9440","8","23.5903","2.9488","5","14.7005","2.9401","4","11.7604","2.9401","0","0.0000","0.0000"
"03050 Minor nose & sinus procedures, no CC","70","104.8410","1.4977","42","63.1308","1.5031","22","32.7346","1.4879","6","8.9756","1.4959","0","0.0000","0.0000"
"03054 Minor nose & sinus procedures, w mild to cat CC","11","24.9106","2.2646","5","11.3230","2.2646","5","11.3230","2.2646","1","2.2646","2.2646","0","0.0000","0.0000"
"03060 Mouth procedures, no CC","306","302.0738","0.9872","224","221.3063","0.9880","56","55.1533","0.9849","23","22.6277","0.9838","0","0.0000","0.0000"
"03062 Mouth procedures, w mild to mod CC","52","85.4161","1.6426","23","37.8032","1.6436","23","37.7297","1.6404","6","9.8832","1.6472","0","0.0000","0.0000"
"03063 Mouth procedures, w severe CC","33","92.9467","2.8166","17","47.7915","2.8113","8","22.6232","2.8279","8","22.5320","2.8165","0","0.0000","0.0000"
"03064 Mouth procedures, w catas CC","9","44.1360","4.9040","5","24.4740","4.8948","2","9.8724","4.9362","2","9.7896","4.8948","0","0.0000","0.0000"
"03070 Misc ear, nose, mouth & throat proc, no CC","109","119.4478","1.0959","69","75.5863","1.0955","27","29.6213","1.0971","12","13.1448","1.0954","0","0.0000","0.0000"
"03074 Misc ear, nose, mouth & throat proc, w mild to cat CC","21","51.7828","2.4658","13","32.1152","2.4704","5","12.2564","2.4513","3","7.4112","2.4704","0","0.0000","0.0000"
"03080 Rhinoplasty w or wo turbinectomy, no CC","56","78.9177","1.4092","29","40.8213","1.4076","20","28.2089","1.4104","5","7.0625","1.4125","0","0.0000","0.0000"
"03084 Rhinoplasty w or wo turbinectomy, w mild to cat CC","5","10.9310","2.1862","2","4.3724","2.1862","3","6.5586","2.1862","0","0.0000","0.0000","0","0.0000","0.0000"
