"โรงพยาบาล","จำนวนหน่วยบริการที่ผ่านเกณฑ์","ประชากรผู้สูงอายุ(คน)","จำนวนคัดกรองทั้งหมด(คน)","จำนวนคัดกรองผ่านเกณฑ์(คน)","ร้อยละ","จำนวนผิดปกติ/เสี่ยงStep 1 (คน)","จำนวนผิดปกติ/เสี่ยงStep 2 (คน)","จำนวนที่ได้รับintervention(คน)","ร้อยละ"
"13755  :  โรงพยาบาลโรคผิวหนังเขตร้อนภาคใต้ จังหวัดตรัง","0","0","0","0","0.00","0","0","0","0.00"
"14139  :  โรงพยาบาลรัษฎา","0","153","146","0","0.00","14","0","0","0.00"
"28817  :  โรงพยาบาลหาดสำราญเฉลิมพระเกียรติ 80 พรรษา","0","112","112","0","0.00","50","1","0","0.00"
"10747  :  โรงพยาบาลพัทลุง","0","0","0","0","0.00","0","0","0","0.00"
"11414  :  โรงพยาบาลกงหรา","0","551","358","0","0.00","17","0","0","0.00"
"11415  :  โรงพยาบาลเขาชัยสน","0","0","0","0","0.00","0","0","0","0.00"
"11416  :  โรงพยาบาลตะโหมด","0","1,255","1,224","0","0.00","222","13","9","69.23"
"11417  :  โรงพยาบาลควนขนุน","0","0","0","0","0.00","0","0","0","0.00"
"11418  :  โรงพยาบาลปากพะยูน","0","0","0","0","0.00","0","0","0","0.00"
"11419  :  โรงพยาบาลศรีบรรพต","0","539","506","0","0.00","68","2","0","0.00"
"11420  :  โรงพยาบาลป่าบอน","0","638","115","0","0.00","9","0","0","0.00"
"11421  :  โรงพยาบาลบางแก้ว","0","0","0","0","0.00","0","0","0","0.00"
"11422  :  โรงพยาบาลป่าพะยอม","0","0","0","0","0.00","0","0","0","0.00"
"24673  :  โรงพยาบาลศรีนครินทร์(ปัญญานันทภิขุ)","0","944","660","0","0.00","15","0","0","0.00"
"10748  :  โรงพยาบาลปัตตานี","0","2","0","0","0.00","0","0","0","0.00"
"11423  :  โรงพยาบาลโคกโพธิ์","0","0","0","0","0.00","0","0","0","0.00"
"11424  :  โรงพยาบาลหนองจิก","0","0","0","0","0.00","0","0","0","0.00"
"11425  :  โรงพยาบาลปะนาเระ","0","0","0","0","0.00","0","0","0","0.00"
"11426  :  โรงพยาบาลมายอ","0","0","0","0","0.00","0","0","0","0.00"
"11427  :  โรงพยาบาลทุ่งยางแดง","0","0","0","0","0.00","0","0","0","0.00"
"11428  :  โรงพยาบาลไม้แก่น","0","0","0","0","0.00","0","0","0","0.00"
"11429  :  โรงพยาบาลยะหริ่ง","0","0","0","0","0.00","0","0","0","0.00"
"11430  :  โรงพยาบาลยะรัง","0","0","0","0","0.00","0","0","0","0.00"
"11431  :  โรงพยาบาลแม่ลาน","0","0","0","0","0.00","0","0","0","0.00"
"11460  :  โรงพยาบาลสมเด็จพระยุพราชสายบุรี","0","0","0","0","0.00","0","0","0","0.00"
"11464  :  โรงพยาบาลกะพ้อ","0","0","0","0","0.00","0","0","0","0.00"
"11529  :  โรงพยาบาลค่ายอิงคยุทธบริหาร","0","0","0","0","0.00","0","0","0","0.00"
"14195  :  โรงพยาบาลธัญญรักษ์ปัตตานี","0","0","0","0","0.00","0","0","0","0.00"
"10684  :  โรงพยาบาลยะลา","0","0","0","0","0.00","0","0","0","0.00"
"10749  :  โรงพยาบาลเบตง","0","0","0","0","0.00","0","0","0","0.00"
"11432  :  โรงพยาบาลบันนังสตา","0","0","0","0","0.00","0","0","0","0.00"
"11433  :  โรงพยาบาลธารโต","0","41","29","0","0.00","0","0","0","0.00"
"11434  :  โรงพยาบาลรามัน","0","0","0","0","0.00","0","0","0","0.00"
"11461  :  โรงพยาบาลสมเด็จพระยุพราชยะหา","0","0","0","0","0.00","0","0","0","0.00"
"12238  :  โรงพยาบาลสิโรรส","0","0","0","0","0.00","0","0","0","0.00"
"13806  :  โรงพยาบาลกาบัง","0","0","0","0","0.00","0","0","0","0.00"
"14663  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 12","0","0","0","0","0.00","0","0","0","0.00"
"24689  :  โรงพยาบาลกรงปินัง","0","0","0","0","0.00","0","0","0","0.00"
"10750  :  โรงพยาบาลนราธิวาสราชนครินทร์","0","0","0","0","0.00","0","0","0","0.00"
"10751  :  โรงพยาบาลสุไหงโก-ลก","0","3","0","0","0.00","0","0","0","0.00"
"11435  :  โรงพยาบาลตากใบ","0","1,838","1,692","0","0.00","62","3","3","100.00"
"11436  :  โรงพยาบาลบาเจาะ","0","1,361","917","0","0.00","4","0","0","0.00"
"11437  :  โรงพยาบาลระแงะ","0","1,915","1,392","0","0.00","200","8","1","12.50"
"11438  :  โรงพยาบาลรือเสาะ","0","1,347","811","0","0.00","38","0","0","0.00"
"11439  :  โรงพยาบาลศรีสาคร","0","796","111","0","0.00","71","0","0","0.00"
"11440  :  โรงพยาบาลแว้ง","0","969","863","0","0.00","14","1","0","0.00"
"11441  :  โรงพยาบาลสุคิริน","0","516","294","0","0.00","39","1","0","0.00"
"11442  :  โรงพยาบาลสุไหงปาดี","0","1,372","622","0","0.00","17","1","1","100.00"
"13818  :  โรงพยาบาลจะแนะ","0","1,161","477","0","0.00","9","0","0","0.00"
"15010  :  โรงพยาบาลเจาะไอร้อง","0","896","715","0","0.00","2","0","0","0.00"
"23771  :  โรงพยาบาลยี่งอเฉลิมพระเกียรติ 80 พรรษา","0","703","409","0","0.00","30","2","2","100.00"
