"โรงพยาบาล","วันที่ตามเดือนที่เลือก"
"รวม","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31"
"J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","21","11","0","1","2","1","0","0","1","0","1","0","1","0","1","1","2","1","0","0","3","1","1","0","1","0","0","3","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","1","0","2","0","2","0","0","1","0"
"10752  :  โรงพยาบาลบางบ่อ","129","5","4","0","7","1","8","0","8","0","4","1","0","0","7","0","2","0","11","1","3","0","2","1","4","0","3","0","5","0","4","0","5","0","3","1","7","0","1","0","1","0","6","0","1","0","2","0","5","0","1","0","1","0","6","0","0","0","8","0","8","0","4","0"
"10753  :  โรงพยาบาลบางพลี","156","1","5","0","0","0","6","0","15","0","0","0","7","0","7","0","3","1","0","0","7","0","17","0","12","0","0","0","3","0","0","0","2","0","3","0","9","0","0","0","0","0","8","0","1","0","2","0","10","0","2","0","0","0","3","0","14","0","4","0","3","0","14","0"
"10754  :  โรงพยาบาลบางจาก","36","8","0","1","1","1","1","0","0","0","1","0","1","0","0","0","2","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","10","0","3","0","0","1","3","0","2","0","3","0","2","0","0","1","1","0","2","1","0","0","1","1","0","0","2","0","1","0","0","0"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","63","12","0","2","5","0","4","1","0","0","2","0","1","0","2","1","2","1","2","0","5","0","4","0","4","0","1","0","3","1","1","0","0","0","5","0","3","1","3","0","5","0","1","0","2","1","1","2","1","1","3","0","1","1","1","1","2","1","1","0","0","0","0","1"
"10756  :  โรงพยาบาลบางกรวย","150","3","4","0","7","0","9","0","12","0","3","0","6","0","3","0","4","0","7","0","6","0","5","0","3","1","5","0","10","1","8","0","2","0","3","0","0","0","2","0","3","1","3","0","8","0","6","0","10","0","1","0","3","0","5","0","6","0","2","0","3","0","4","0"
"10757  :  โรงพยาบาลบางใหญ่","40","33","0","0","1","2","0","2","1","0","0","1","0","2","2","2","2","2","2","1","0","0","2","2","0","2","1","1","1","2","4","1","3","0","1","1","1","0","0","0","1","2","3","2","0","3","3","1","2","0","1","3","5","0","0","3","0","2","0","1","3","3","1","1"
"10758  :  โรงพยาบาลบางบัวทอง","272","3","4","0","10","0","9","0","7","0","3","0","6","0","11","0","10","1","7","0","8","1","12","1","11","0","5","0","4","0","5","0","27","0","11","0","11","0","16","0","15","0","16","0","5","0","13","0","18","0","6","0","9","0","20","0","5","1","13","0","9","1","5","0"
"10759  :  โรงพยาบาลไทรน้อย","10","0","1","0","0","0","2","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"10760  :  โรงพยาบาลปากเกร็ด","476","15","11","0","19","1","34","0","20","1","5","1","19","1","16","0","8","1","16","2","16","0","23","0","24","1","25","0","14","0","14","0","13","0","14","0","12","0","20","0","18","2","6","2","13","0","11","0","19","3","15","1","13","3","23","0","9","0","11","0","10","3","13","1"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","1","29","0","0","0","2","0","2","0","0","0","1","0","0","0","2","0","1","0","1","0","2","0","2","0","1","0","3","0","2","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","4","0","1","0","0","0","2","1","2"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","26","0","0","0","2","0","1","0","0","0","1","0","4","0","0","0","0","0","3","0","0","0","3","0","0","0","1","0","3","0","1","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","25","1","0","0","0","0","1","0","0","0","2","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","8","0","3","0","1","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"10687  :  โรงพยาบาลปทุมธานี","13","25","0","1","0","0","0","0","2","0","0","0","1","0","0","3","0","1","0","3","0","1","0","0","0","0","0","2","2","1","1","0","1","1","0","1","0","1","2","2","0","1","0","0","2","0","1","1","1","0","1","1","0","0","0","2","0","1","0","1","0","1","0","0"
"10761  :  โรงพยาบาลคลองหลวง","163","8","0","0","1","0","7","0","4","0","8","0","4","0","4","1","11","1","5","0","3","0","9","2","5","0","6","2","6","1","3","0","5","1","7","0","12","0","6","1","1","0","8","0","7","0","9","0","9","0","2","0","2","0","9","1","2","0","5","1","3","0","2","0"
"10762  :  โรงพยาบาลธัญบุรี","388","6","6","0","9","0","21","0","21","1","19","0","16","0","19","0","11","0","3","2","8","0","18","0","7","0","20","1","22","0","6","0","7","0","8","0","12","0","27","0","19","0","12","0","4","0","17","0","2","0","15","0","22","0","8","0","9","1","15","0","10","1","4","0"
"10763  :  โรงพยาบาลประชาธิปัตย์","7","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"10764  :  โรงพยาบาลหนองเสือ","33","4","0","0","0","0","1","0","5","0","2","0","2","1","1","0","1","0","2","0","1","0","0","0","1","0","2","0","1","0","0","0","0","0","2","1","1","1","2","0","0","1","1","0","0","0","1","0","1","0","0","1","2","0","1","0","0","0","1","0","0","0","2","0"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","38","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","2","0","2","0","1","0","0","0","0","0","0","0","3","0","0","1","2","0","0","0","0","0","2","0","3","0","2","0","3","0","2","0","1","0","5","0","3","0","2","0","2","0","1","0"
"10766  :  โรงพยาบาลลำลูกกา","837","11","17","0","39","0","29","0","39","0","33","0","36","0","35","0","22","1","15","0","44","0","19","2","29","1","23","1","39","0","42","0","15","0","26","0","37","0","21","0","28","0","35","0","22","0","20","0","23","0","16","3","31","0","21","0","43","0","25","2","8","0","16","1"
"10767  :  โรงพยาบาลสามโคก","10","14","0","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","0","1","0","0","1","0","1","0","0","2","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","2","0","0","0","0","1","0","0","1","1","1","2","0","1","1"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","1","5","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0"
