"โรงพยาบาล","วันที่ตามเดือนที่เลือก"
"รวม","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31"
"J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","19","6,097","1","212","2","233","5","182","0","221","1","232","1","237","1","218","1","281","0","223","0","222","0","236","0","226","0","223","0","190","0","216","0","238","0","207","1","188","0","209","0","208","0","195","0","182","1","193","0","201","0","201","0","148","0","192","0","193","1","157","1","190","3","104"
"10752  :  โรงพยาบาลบางบ่อ","49","1,550","0","66","2","86","0","59","1","48","1","72","2","95","3","66","1","51","2","69","3","56","4","32","5","42","0","67","3","51","0","51","0","52","0","40","1","49","1","38","2","58","1","39","1","41","1","69","11","23","1","46","0","49","1","70","2","52","0","53","1","107","0","46"
"10753  :  โรงพยาบาลบางพลี","2,963","1,546","69","26","137","28","91","36","97","27","144","50","102","66","120","51","67","34","174","42","60","55","185","50","97","45","92","64","46","68","76","41","89","36","114","85","60","54","124","48","84","69","75","45","59","44","207","51","140","66","142","66","110","33","61","48","89","50","90","82","178","51","76","59"
"10754  :  โรงพยาบาลบางจาก","13","2,786","0","92","0","124","0","128","1","67","1","67","1","102","1","101","0","79","0","128","0","171","0","92","0","46","0","152","0","78","1","146","1","209","0","158","1","106","0","120","0","139","2","104","1","238","1","151","0","170","1","96","0","101","1","124","0","56","0","105","0","177","0","63"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","3","415","0","12","0","13","0","7","0","9","0","17","0","23","0","11","0","14","0","18","0","10","0","12","0","13","0","17","0","14","0","17","0","8","1","19","0","25","0","15","1","8","0","8","0","9","0","16","0","15","1","13","0","10","0","21","0","6","0","6","0","27","0","7"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","1","157","0","3","0","1","0","8","0","2","0","6","0","3","0","2","0","5","0","3","0","10","0","1","0","1","0","18","0","16","0","7","0","4","0","3","0","8","0","6","0","3","1","6","0","10","0","9","0","2","0","4","0","3","0","1","0","13","0","10","0","4","0","5"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","69","153","2","7","4","12","2","1","1","9","0","7","0","4","3","8","1","11","3","9","2","10","0","7","5","3","3","2","7","2","1","5","1","3","6","2","1","2","3","2","7","3","2","6","3","5","1","3","6","8","0","3","3","5","0","4","2","5","0","2","0","1","0","2"
"10686  :  โรงพยาบาลพระนั่งเกล้า","154","10,520","5","363","3","376","2","415","4","318","4","328","9","356","1","331","3","309","1","336","0","366","4","290","0","323","2","332","4","350","1","348","1","355","1","355","2","366","8","368","9","362","12","303","14","327","8","340","4","396","16","359","1","302","13","333","10","382","6","391","5","376","2","281"
"10756  :  โรงพยาบาลบางกรวย","402","591","6","53","22","36","4","15","1","28","16","19","11","10","2","31","4","20","18","11","13","24","13","16","1","24","22","16","5","28","20","31","6","28","32","13","12","15","27","46","50","26","45","18","18","29","36","7","10","9","4","8","6","18","16","7","22","13","2","6","13","12","3","0"
"10757  :  โรงพยาบาลบางใหญ่","32","80","1","2","1","2","1","2","0","0","5","1","0","2","1","2","3","2","0","2","0","5","1","3","2","1","1","7","1","6","2","4","1","5","0","1","3","1","3","2","0","1","0","3","1","8","0","9","0","0","2","1","1","2","0","6","0","3","1","3","1","0","0","2"
"10758  :  โรงพยาบาลบางบัวทอง","434","729","19","52","54","42","45","43","7","33","14","18","31","14","16","22","19","18","45","33","17","20","26","21","9","61","24","19","12","29","13","43","9","27","3","14","7","28","6","20","16","10","19","17","11","22","3","13","5","20","2","43","3","16","10","10","0","21","2","7","2","5","0","6"
"10759  :  โรงพยาบาลไทรน้อย","9","41","0","2","0","5","1","2","0","1","0","2","0","1","1","0","0","1","0","0","0","1","0","2","1","0","0","3","2","2","1","0","0","1","1","2","0","3","1","4","0","1","0","0","0","2","1","2","0","1","0","0","0","1","0","0","0","1","0","1","0","2","0","0"
"10760  :  โรงพยาบาลปากเกร็ด","339","255","7","16","6","19","5","9","17","15","11","11","17","10","18","10","8","11","17","10","20","5","9","4","13","14","18","10","15","6","14","6","12","14","11","2","10","5","1","12","13","16","13","6","22","9","9","6","22","11","7","10","12","8","4","6","6","8","10","8","7","6","12","2"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","3","600","0","21","0","30","0","21","0","17","0","11","0","24","0","24","0","17","0","18","0","19","1","14","0","17","0","29","0","28","0","19","0","20","0","22","0","16","0","12","0","26","1","14","0","32","0","20","0","27","0","25","0","17","0","19","0","15","0","15","0","27","1","10"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","470","90","75","10","61","8","56","5","64","9","69","6","68","4","75","3","83","4","83","2","83","1","86","1","93","2","94","3","84","4","82","14","91","8","105","10","94","7","105","12","120","12","111","9","103","12","91","9","81","6","76","7","91","5","85","4","90","7","82","5","78","7","71","4"
"12260  :  โรงพยาบาลศรีธัญญา","122","8","3","0","2","0","2","1","7","0","3","0","5","0","11","1","7","0","7","1","4","0","16","0","6","0","1","1","3","0","4","0","5","0","8","1","3","0","4","1","0","0","5","0","3","0","1","0","3","0","0","0","3","0","10","1","2","1","3","0","2","0","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","114","318","4","9","5","12","7","30","3","14","6","8","2","13","4","14","4","12","1","18","2","20","4","12","5","11","2","14","1","11","1","12","4","6","12","19","1","12","2","8","5","13","2","17","8","9","5","3","6","9","1","6","2","3","4","6","10","11","2","1","1","6","0","7"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","144","0","7","0","7","0","2","0","0","0","1","0","0","0","2","0","4","0","1","0","4","0","1","0","10","0","17","0","4","0","3","0","4","0","12","0","5","0","5","0","11","0","2","0","5","0","8","0","1","0","4","0","4","0","6","0","3","0","2","0","4","0","5"
"10687  :  โรงพยาบาลปทุมธานี","468","2,463","9","80","23","145","36","73","59","67","4","64","35","77","6","33","3","50","8","67","23","92","11","61","1","73","29","133","19","103","8","65","6","84","0","70","4","40","26","72","38","152","1","94","3","130","8","75","19","105","9","99","14","102","18","84","27","71","4","108","15","70","9","53"
"10761  :  โรงพยาบาลคลองหลวง","86","1,027","2","32","7","21","1","50","0","18","2","30","1","38","1","37","3","55","2","27","3","41","6","17","1","21","9","33","3","35","3","49","4","24","1","27","0","30","3","26","3","50","7","35","7","25","3","27","1","37","0","42","1","58","2","32","3","25","1","36","1","61","6","15"
"10762  :  โรงพยาบาลธัญบุรี","274","721","2","15","5","35","12","30","2","37","6","31","4","28","7","20","3","44","5","37","3","36","3","22","11","29","6","38","5","27","7","31","12","24","7","25","15","47","8","40","10","37","17","21","12","20","7","18","21","12","21","3","18","4","21","5","13","4","2","8","4","5","5","0"
"10763  :  โรงพยาบาลประชาธิปัตย์","4","215","0","1","3","0","0","18","0","3","0","10","0","10","0","0","0","2","0","16","0","3","0","6","0","1","0","3","0","2","0","4","0","34","0","38","0","7","0","4","0","3","0","4","0","3","0","9","0","18","0","4","0","6","0","6","0","3","1","1","0","1","0","8"
"10764  :  โรงพยาบาลหนองเสือ","17","190","0","7","1","3","1","4","1","7","2","3","0","11","0","12","0","1","0","7","0","4","1","4","0","3","0","7","1","1","0","8","0","5","0","12","0","3","0","12","0","10","2","4","3","12","2","7","0","3","0","6","0","4","0","2","0","7","1","7","0","15","2","0"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","6","683","0","30","0","33","0","38","1","48","0","29","0","24","0","15","0","31","1","32","0","30","0","52","0","15","1","53","1","13","0","20","0","42","0","19","1","38","0","21","0","31","0","51","0","61","0","29","0","29","0","12","1","4","0","17","0","28","0","27","0","24","0","18"
"10766  :  โรงพยาบาลลำลูกกา","408","824","18","29","12","53","25","20","10","5","6","45","13","19","10","16","24","34","10","28","5","48","19","25","11","23","7","35","14","23","16","34","14","22","21","38","9","28","18","25","20","27","11","17","10","14","23","53","7","15","19","17","10","19","9","74","13","24","12","46","9","13","7","10"
