"โรงพยาบาล","วันที่ตามเดือนที่เลือก"
"รวม","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31"
"J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","21","3,794","0","158","0","121","1","130","0","150","0","157","0","153","0","142","0","182","0","173","1","77","0","140","6","141","3","80","2","152","0","172","0","134","0","132","0","117","2","100","0","94","1","144","0","125","0","129","0","110","3","141","2","89","0","111","0","129","0","80","0","57","0","72"
"10752  :  โรงพยาบาลบางบ่อ","77","1,451","6","49","7","40","4","48","1","68","0","64","1","55","2","65","0","44","8","54","9","40","7","59","10","71","3","43","6","60","0","41","1","61","0","49","0","87","1","57","1","54","1","54","0","45","2","46","0","60","0","83","1","38","1","45","3","63","1","40","1","32","1","18"
"10753  :  โรงพยาบาลบางพลี","7,916","660","280","27","200","30","291","22","269","29","180","26","188","30","280","18","252","31","178","12","290","19","396","29","156","22","164","26","376","34","306","23","236","17","349","14","446","32","155","29","243","17","393","14","453","15","367","22","366","24","391","24","187","20","171","10","466","16","322","14","231","11","299","6"
"10754  :  โรงพยาบาลบางจาก","3","3,793","0","170","0","82","0","79","0","154","0","138","0","115","0","199","0","199","0","153","0","174","0","199","0","155","0","138","0","164","0","179","0","173","0","147","1","170","0","87","1","96","0","130","0","134","0","144","1","116","0","153","0","69","0","125","0","166","0","111","0","118","0","123"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","45","0","5","0","1","0","2","0","0","0","1","0","0","0","0","0","3","0","1","0","1","0","1","0","4","0","2","0","1","0","4","0","1","0","2","0","2","0","3","0","0","0","0","0","1","0","0","0","1","0","3","0","2","0","1","0","0","0","0","0","0","0","3"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","86","44","0","3","2","2","4","5","0","2","1","3","1","2","0","2","1","2","7","1","5","2","2","0","0","1","1","1","0","0","0","3","14","2","8","0","2","3","8","1","0","0","1","1","11","2","0","1","0","0","0","0","10","0","3","2","1","1","4","0","0","1","0","1"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","0","0","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","8","0","2","0","2","0","1"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","56","69","0","2","0","8","2","3","1","3","1","3","0","3","0","4","0","0","0","1","1","2","1","7","0","3","0","2","1","1","0","3","0","3","1","4","0","3","0","2","0","1","2","3","0","0","2","1","18","1","17","1","0","0","1","1","3","0","0","2","3","0","2","2"
"10686  :  โรงพยาบาลพระนั่งเกล้า","36","555","2","24","1","24","0","21","0","33","4","30","0","22","1","24","1","20","0","19","0","27","1","21","3","28","1","20","1","20","2","18","6","17","1","17","2","29","1","18","2","12","0","17","1","20","1","25","0","19","0","15","2","18","1","12","2","18","0","15","0","17","0","12"
"10756  :  โรงพยาบาลบางกรวย","293","497","20","29","6","30","22","34","18","12","7","10","1","16","12","15","8","10","6","26","26","24","5","14","3","9","8","17","15","7","17","12","6","35","9","33","7","27","18","12","4","16","24","9","20","13","7","15","7","14","12","14","5","30","14","41","20","21","14","16","11","10","4","9"
"10757  :  โรงพยาบาลบางใหญ่","69","842","0","39","0","23","0","17","0","18","0","41","0","33","0","20","26","38","0","28","0","30","0","40","2","23","0","28","0","35","0","36","0","38","0","38","0","43","8","41","15","24","1","28","1","34","1","32","0","20","0","38","11","30","1","24","1","29","0","23","2","8","0","8"
"10758  :  โรงพยาบาลบางบัวทอง","2,596","242","172","21","161","16","164","14","219","16","200","15","100","8","88","14","79","8","112","10","84","12","90","12","119","15","75","11","56","6","57","4","97","6","79","3","161","7","66","5","53","2","48","5","61","6","70","7","38","1","80","4","9","3","2","5","5","6","89","0","0","1","0","0"
"10759  :  โรงพยาบาลไทรน้อย","11","54","0","2","0","5","0","1","0","1","0","1","0","5","0","1","0","5","1","1","0","1","0","4","0","1","0","1","0","1","1","2","1","1","0","4","1","1","1","1","1","1","0","4","0","2","0","2","0","0","0","3","2","0","0","1","3","0","0","3","0","1","0","0"
"10760  :  โรงพยาบาลปากเกร็ด","1,913","85","82","3","67","7","76","0","91","4","48","2","87","4","153","7","82","2","98","8","76","5","131","6","83","4","59","5","102","4","59","4","135","0","138","4","110","0","61","0","91","3","69","4","39","2","87","2","100","4","116","2","73","2","85","2","90","5","43","2","44","3","57","2"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","6","78","0","5","0","1","0","1","0","11","0","4","0","2","0","3","0","5","0","2","0","2","0","4","0","1","0","1","0","0","0","1","0","2","3","1","0","2","0","5","0","3","1","1","0","2","0","0","0","0","0","3","0","4","2","1","0","7","0","2","0","3","0","1"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","1,399","0","222","0","214","0","193","0","177","0","182","0","178","0","180","0","173","0","192","0","211","0","229","0","260","0","291","0","306","0","325","0","339","0","359","0","388","0","397","0","401","0","422","0","429","0","434","0","420","0","405","0","397","0","375","0","332","0","162","0","147","0","63","0"
"12260  :  โรงพยาบาลศรีธัญญา","230","15","6","0","5","0","6","0","7","1","16","0","13","0","8","0","11","0","8","2","22","4","11","0","5","1","19","2","13","1","11","1","9","0","7","0","12","0","11","1","7","1","8","0","4","0","4","1","5","0","3","0","2","0","6","0","3","0","7","0","1","0","2","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","572","329","31","16","7","12","35","12","30","18","3","14","9","13","17","14","10","15","15","13","50","11","15","15","10","14","17","6","47","14","15","14","30","9","27","8","16","9","21","7","25","13","29","9","14","9","9","18","8","9","17","7","9","6","23","7","17","14","3","8","10","5","7","4"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","123","0","8","0","4","0","9","0","2","0","6","0","4","0","1","0","2","0","0","0","6","0","5","0","2","0","1","0","14","0","6","0","6","0","1","0","3","0","3","0","4","0","8","0","5","0","1","0","1","0","2","0","2","0","11","0","3","0","2","0","1","0","0"
"10687  :  โรงพยาบาลปทุมธานี","1,006","943","30","33","28","34","29","62","53","47","20","36","10","45","26","34","55","48","28","27","17","30","36","33","16","26","12","34","27","23","27","30","30","35","44","32","65","38","40","35","15","31","35","61","60","37","37","34","55","36","58","40","20","18","12","37","82","42","29","21","22","22","9","18"
"10761  :  โรงพยาบาลคลองหลวง","14","6,882","3","209","0","201","1","175","0","298","1","270","2","300","0","234","0","227","0","212","0","218","0","255","0","201","0","166","0","209","1","243","0","224","0","242","0","276","0","265","0","207","0","234","2","234","0","232","0","281","0","271","1","253","0","233","3","201","0","173","0","231","0","85"
"10762  :  โรงพยาบาลธัญบุรี","17","176","0","7","0","14","2","3","3","8","0","10","0","5","1","12","2","13","1","10","1","6","1","7","1","13","0","7","0","4","0","4","0","4","2","10","0","6","0","7","0","4","0","7","1","3","0","2","0","5","1","4","0","1","0","3","1","0","0","1","0","0","0","0"
"10763  :  โรงพยาบาลประชาธิปัตย์","4,300","588","159","20","49","36","38","31","217","28","160","29","73","13","135","14","171","16","68","8","58","12","132","17","97","26","15","13","142","12","110","31","186","17","173","29","256","19","99","8","117","13","214","66","169","26","179","36","138","30","244","31","55","17","50","12","219","8","250","8","218","17","148","5"
"10764  :  โรงพยาบาลหนองเสือ","9","221","0","8","1","7","0","2","0","12","0","5","0","16","1","16","0","17","0","5","0","6","0","16","1","11","0","7","0","8","1","7","0","8","2","6","0","11","3","6","0","1","0","3","0","11","0","7","0","5","1","5","0","3","0","0","0","7","0","4","0","8","0","0"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","0","259","0","11","0","13","0","22","0","18","0","12","0","13","0","16","0","17","0","12","0","8","0","13","0","19","0","5","0","13","0","7","0","15","0","10","0","7","0","13","0","11","0","9","0","10","0","7","0","12","0","8","0","14","0","11","0","8","0","5","0","4","0","2"
"10766  :  โรงพยาบาลลำลูกกา","64","167","5","10","4","5","4","5","0","6","0","8","2","3","6","8","1","14","0","6","2","2","5","9","2","7","1","8","3","3","2","8","0","3","4","8","4","4","2","7","2","3","1","4","1","3","2","2","0","5","2","4","2","4","4","5","1","0","1","5","1","5","0","3"
"10767  :  โรงพยาบาลสามโคก","1","2,424","0","147","0","112","0","135","0","135","0","172","0","159","0","135","0","137","0","112","0","178","1","151","0","148","0","137","0","126","0","107","0","65","0","95","0","106","0","96","0","108","0","94","0","92","0","88","0","147","0","126","0","109","0","89","0","115","0","39","0","38","0","40"
