"โรงพยาบาล","ปีการศึกษา 2563 เทอม1","ปีการศึกษา 2563 เทอม2"
"เด็กนักเรียน ม.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ปราศจากฟันแท้ผุ(A)","%","เด็กนักเรียน ม.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ปราศจากฟันแท้ผุ(A)","%"
"40742  :  โรงพยาบาลนบพิตำ","516","1","0.19","0","0.00","387","3","0.78","1","33.33"
"40743  :  โรงพยาบาลพระพรหม","90","33","36.67","23","69.70","92","0","0.00","0","0.00"
"40970  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยวลัยลักษณ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10738  :  โรงพยาบาลกระบี่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11340  :  โรงพยาบาลเขาพนม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11341  :  โรงพยาบาลเกาะลันตา","199","1","0.50","1","100.00","192","0","0.00","0","0.00"
"11342  :  โรงพยาบาลคลองท่อม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11343  :  โรงพยาบาลอ่าวลึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11344  :  โรงพยาบาลปลายพระยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11345  :  โรงพยาบาลลำทับ","481","24","4.99","24","100.00","480","22","4.58","21","95.45"
"11346  :  โรงพยาบาลเหนือคลอง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77753  :  โรงพยาบาลเกาะพีพี","40","0","0.00","0","0.00","39","1","2.56","1","100.00"
"10739  :  โรงพยาบาลพังงา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10740  :  โรงพยาบาลตะกั่วป่า","0","0","0.00","0","0.00","890","5","0.56","1","20.00"
"11347  :  โรงพยาบาลเกาะยาวชัยพัฒน์","221","0","0.00","0","0.00","216","0","0.00","0","0.00"
"11348  :  โรงพยาบาลกะปงชัยพัฒน์","145","0","0.00","0","0.00","138","0","0.00","0","0.00"
"11349  :  โรงพยาบาลตะกั่วทุ่ง","432","3","0.69","2","66.67","430","2","0.47","2","100.00"
"11350  :  โรงพยาบาลบางไทร","48","16","33.33","11","68.75","53","0","0.00","0","0.00"
"11352  :  โรงพยาบาลคุระบุรีชัยพัฒน์","483","3","0.62","2","66.67","494","3","0.61","0","0.00"
"11353  :  โรงพยาบาลทับปุด","14","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11354  :  โรงพยาบาลท้ายเหมืองชัยพัฒน์","70","0","0.00","0","0.00","69","2","2.90","0","0.00"
"10741  :  โรงพยาบาลวชิระภูเก็ต","3,759","40","1.06","19","47.50","3,271","27","0.83","13","48.15"
"11355  :  โรงพยาบาลป่าตอง","292","1","0.34","0","0.00","258","0","0.00","0","0.00"
"11356  :  โรงพยาบาลถลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24678  :  โรงพยาบาลองค์การบริหารส่วนจังหวัดภูเก็ต","0","0","0.00","0","0.00","397","8","2.02","5","62.50"
"41436  :  โรงพยาบาลฉลอง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"09192  :  โรงพยาบาลเกาะเต่า","50","0","0.00","0","0.00","42","26","61.90","16","61.54"
"10681  :  โรงพยาบาลสุราษฎร์ธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10742  :  โรงพยาบาลเกาะสมุย","2,785","20","0.72","11","55.00","2,400","11","0.46","5","45.45"
"11357  :  โรงพยาบาลกาญจนดิษฐ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11358  :  โรงพยาบาลดอนสัก","721","0","0.00","0","0.00","575","439","76.35","200","45.56"
"11359  :  โรงพยาบาลเกาะพงัน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11360  :  โรงพยาบาลไชยา","1,265","25","1.98","23","92.00","1,036","14","1.35","14","100.00"
"11361  :  โรงพยาบาลท่าชนะ","753","0","0.00","0","0.00","744","1","0.13","1","100.00"
"11362  :  โรงพยาบาลคีรีรัฐนิคม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11363  :  โรงพยาบาลบ้านตาขุน","685","3","0.44","1","33.33","599","5","0.83","4","80.00"
"11364  :  โรงพยาบาลพนม","417","2","0.48","2","100.00","267","2","0.75","2","100.00"
"11365  :  โรงพยาบาลท่าฉาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11366  :  โรงพยาบาลบ้านนาสาร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11367  :  โรงพยาบาลบ้านนาเดิม","431","4","0.93","2","50.00","617","8","1.30","3","37.50"
"11368  :  โรงพยาบาลเคียนซา","1,064","41","3.85","37","90.24","864","26","3.01","24","92.31"
"11369  :  โรงพยาบาลพระแสง","1,271","7","0.55","3","42.86","1,053","12","1.14","8","66.67"
"11370  :  โรงพยาบาลพุนพิน","1,383","40","2.89","33","82.50","1,632","32","1.96","26","81.25"
"11371  :  โรงพยาบาลชัยบุรี","117","0","0.00","0","0.00","122","0","0.00","0","0.00"
"11459  :  โรงพยาบาลสมเด็จพระยุพราชเวียงสระ","267","0","0.00","0","0.00","264","30","11.36","28","93.33"
"11654  :  โรงพยาบาลวิภาวดี","184","8","4.35","6","75.00","192","3","1.56","2","66.67"
"12289  :  โรงพยาบาลสวนสราญรมย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14138  :  โรงพยาบาลท่าโรงช้าง","97","0","0.00","0","0.00","93","0","0.00","0","0.00"
"14203  :  โรงพยาบาลมะเร็งสุราษฎร์ธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14862  :  โรงพยาบาลกองบิน7","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14901  :  โรงพยาบาลค่ายวิภาวดีรังสิต","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40915  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคใต้","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10743  :  โรงพยาบาลระนอง","1,144","5","0.44","4","80.00","1,202","5","0.42","3","60.00"
"11323  :  โรงพยาบาลละอุ่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11372  :  โรงพยาบาลกะเปอร์","411","2","0.49","1","50.00","392","8","2.04","6","75.00"
"11373  :  โรงพยาบาลกระบุรี","650","17","2.62","11","64.71","657","6","0.91","2","33.33"
"11374  :  โรงพยาบาลสุขสำราญ","110","1","0.91","0","0.00","118","0","0.00","0","0.00"
"10744  :  โรงพยาบาลชุมพรเขตรอุดมศักดิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11375  :  โรงพยาบาลปากน้ำชุมพร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11376  :  โรงพยาบาลท่าแซะ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11377  :  โรงพยาบาลปะทิว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11378  :  โรงพยาบาลมาบอำมฤต","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11379  :  โรงพยาบาลหลังสวน","431","2","0.46","2","100.00","421","5","1.19","3","60.00"
"11380  :  โรงพยาบาลปากน้ำหลังสวน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11381  :  โรงพยาบาลละแม","680","2","0.29","1","50.00","684","0","0.00","0","0.00"
"11382  :  โรงพยาบาลพะโต๊ะ","280","1","0.36","0","0.00","283","1","0.35","1","100.00"
"11383  :  โรงพยาบาลสวี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11385  :  โรงพยาบาลทุ่งตะโก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11525  :  โรงพยาบาลค่ายเขตอุดมศักดิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10682  :  โรงพยาบาลหาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10745  :  โรงพยาบาลสงขลา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11386  :  โรงพยาบาลสทิงพระ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11387  :  โรงพยาบาลจะนะ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11388  :  โรงพยาบาลสมเด็จพระบรมราชินีนาถ ณ  อำเภอนาทวี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11390  :  โรงพยาบาลเทพา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11391  :  โรงพยาบาลสะบ้าย้อย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11392  :  โรงพยาบาลระโนด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11393  :  โรงพยาบาลกระแสสินธุ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11394  :  โรงพยาบาลรัตภูมิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11395  :  โรงพยาบาลสะเดา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11396  :  โรงพยาบาลนาหม่อม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11397  :  โรงพยาบาลควนเนียง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11398  :  โรงพยาบาลปาดังเบซาร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11399  :  โรงพยาบาลบางกล่ำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11400  :  โรงพยาบาลสิงหนคร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11401  :  โรงพยาบาลคลองหอยโข่ง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12290  :  โรงพยาบาลจิตเวชสงขลาราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14194  :  โรงพยาบาลธัญญารักษ์สงขลา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10746  :  โรงพยาบาลสตูล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11402  :  โรงพยาบาลควนโดน","689","16","2.32","11","68.75","695","34","4.89","25","73.53"
"11403  :  โรงพยาบาลควนกาหลง","467","72","15.42","37","51.39","279","10","3.58","4","40.00"
"11404  :  โรงพยาบาลท่าแพ","441","36","8.16","16","44.44","263","4","1.52","0","0.00"
"11405  :  โรงพยาบาลละงู","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11406  :  โรงพยาบาลทุ่งหว้า","317","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28786  :  โรงพยาบาลมะนัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10683  :  โรงพยาบาลตรัง","546","13","2.38","10","76.92","548","457","83.39","306","66.96"
"11407  :  โรงพยาบาลกันตัง","639","17","2.66","12","70.59","640","37","5.78","30","81.08"
"11408  :  โรงพยาบาลย่านตาขาว","1,824","49","2.69","33","67.35","1,502","69","4.59","42","60.87"
"11409  :  โรงพยาบาลปะเหลียน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11410  :  โรงพยาบาลสิเกา","655","17","2.60","16","94.12","525","168","32.00","117","69.64"
"11411  :  โรงพยาบาลห้วยยอด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11412  :  โรงพยาบาลวังวิเศษ","662","2","0.30","2","100.00","510","40","7.84","38","95.00"
"11413  :  โรงพยาบาลนาโยง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12226  :  โรงพยาบาลวัฒนแพทย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12230  :  โรงพยาบาล ทีอาร์พีเอช โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13755  :  โรงพยาบาลโรคผิวหนังเขตร้อนภาคใต้ จังหวัดตรัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14139  :  โรงพยาบาลรัษฎา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28817  :  โรงพยาบาลหาดสำราญเฉลิมพระเกียรติ 80 พรรษา","405","1","0.25","0","0.00","296","9","3.04","6","66.67"
"10747  :  โรงพยาบาลพัทลุง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11414  :  โรงพยาบาลกงหรา","551","15","2.72","13","86.67","435","2","0.46","1","50.00"
"11415  :  โรงพยาบาลเขาชัยสน","519","80","15.41","44","55.00","516","10","1.94","3","30.00"
"11416  :  โรงพยาบาลตะโหมด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11417  :  โรงพยาบาลควนขนุน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11418  :  โรงพยาบาลปากพะยูน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11419  :  โรงพยาบาลศรีบรรพต","187","6","3.21","6","100.00","186","2","1.08","0","0.00"
"11420  :  โรงพยาบาลป่าบอน","131","2","1.53","1","50.00","132","2","1.52","1","50.00"
"11421  :  โรงพยาบาลบางแก้ว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11422  :  โรงพยาบาลป่าพะยอม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24673  :  โรงพยาบาลศรีนครินทร์(ปัญญานันทภิขุ)","79","0","0.00","0","0.00","79","0","0.00","0","0.00"
"10748  :  โรงพยาบาลปัตตานี","2,266","54","2.38","35","64.81","2,390","85","3.56","32","37.65"
"11423  :  โรงพยาบาลโคกโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11424  :  โรงพยาบาลหนองจิก","738","18","2.44","12","66.67","741","27","3.64","8","29.63"
"11425  :  โรงพยาบาลปะนาเระ","185","6","3.24","3","50.00","182","8","4.40","0","0.00"
"11426  :  โรงพยาบาลมายอ","15","0","0.00","0","0.00","15","0","0.00","0","0.00"
"11427  :  โรงพยาบาลทุ่งยางแดง","404","27","6.68","26","96.30","404","21","5.20","11","52.38"
"11428  :  โรงพยาบาลไม้แก่น","216","1","0.46","0","0.00","219","2","0.91","1","50.00"
"11429  :  โรงพยาบาลยะหริ่ง","1,074","12","1.12","2","16.67","339","5","1.47","2","40.00"
"11430  :  โรงพยาบาลยะรัง","105","2","1.90","1","50.00","105","3","2.86","2","66.67"
"11431  :  โรงพยาบาลแม่ลาน","325","1","0.31","0","0.00","0","0","0.00","0","0.00"
"11460  :  โรงพยาบาลสมเด็จพระยุพราชสายบุรี","3,498","180","5.15","80","44.44","3,652","147","4.03","54","36.73"
"11464  :  โรงพยาบาลกะพ้อ","393","23","5.85","18","78.26","213","17","7.98","8","47.06"
"11529  :  โรงพยาบาลค่ายอิงคยุทธบริหาร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14195  :  โรงพยาบาลธัญญรักษ์ปัตตานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10684  :  โรงพยาบาลยะลา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10749  :  โรงพยาบาลเบตง","228","1","0.44","1","100.00","232","13","5.60","12","92.31"
"11432  :  โรงพยาบาลบันนังสตา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11433  :  โรงพยาบาลธารโต","454","9","1.98","4","44.44","212","10","4.72","6","60.00"
"11434  :  โรงพยาบาลรามัน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11461  :  โรงพยาบาลสมเด็จพระยุพราชยะหา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12238  :  โรงพยาบาลสิโรรส","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13806  :  โรงพยาบาลกาบัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14663  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 12","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24689  :  โรงพยาบาลกรงปินัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10750  :  โรงพยาบาลนราธิวาสราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10751  :  โรงพยาบาลสุไหงโก-ลก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11435  :  โรงพยาบาลตากใบ","900","4","0.44","3","75.00","898","21","2.34","13","61.90"
"11436  :  โรงพยาบาลบาเจาะ","1,457","32","2.20","12","37.50","1,470","112","7.62","47","41.96"
"11437  :  โรงพยาบาลระแงะ","557","4","0.72","2","50.00","3,635","253","6.96","148","58.50"
"11438  :  โรงพยาบาลรือเสาะ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11439  :  โรงพยาบาลศรีสาคร","720","59","8.19","12","20.34","734","53","7.22","13","24.53"
"11440  :  โรงพยาบาลแว้ง","1,486","42","2.83","30","71.43","1,500","196","13.07","148","75.51"
"11441  :  โรงพยาบาลสุคิริน","244","1","0.41","0","0.00","251","7","2.79","7","100.00"
"11442  :  โรงพยาบาลสุไหงปาดี","261","8","3.07","5","62.50","263","9","3.42","6","66.67"
"13818  :  โรงพยาบาลจะแนะ","146","7","4.79","3","42.86","152","1","0.66","1","100.00"
"15010  :  โรงพยาบาลเจาะไอร้อง","574","12","2.09","6","50.00","579","28","4.84","16","57.14"
"23771  :  โรงพยาบาลยี่งอเฉลิมพระเกียรติ 80 พรรษา","892","21","2.35","11","52.38","862","56","6.50","33","58.93"
