"โรงพยาบาล","ปีการศึกษา 2562 เทอม1","ปีการศึกษา 2562 เทอม2"
"เด็กนักเรียน ป.1-6 ทั้งหมด(C)","ตรวจฟัน(B)","%","เคลือบหลุมร่องฟันแท้(A)","%","เด็กนักเรียน ป.1-6 ทั้งหมด (C)","ตรวจฟัน(B)","%","เคลือบหลุมร่องฟันแท้(A)","%"
"10738  :  โรงพยาบาลกระบี่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11340  :  โรงพยาบาลเขาพนม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11341  :  โรงพยาบาลเกาะลันตา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11342  :  โรงพยาบาลคลองท่อม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11343  :  โรงพยาบาลอ่าวลึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11344  :  โรงพยาบาลปลายพระยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11345  :  โรงพยาบาลลำทับ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11346  :  โรงพยาบาลเหนือคลอง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77753  :  โรงพยาบาลเกาะพีพี","77","0","0.00","0","0.00","76","0","0.00","0","0.00"
"10739  :  โรงพยาบาลพังงา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10740  :  โรงพยาบาลตะกั่วป่า","870","55","6.32","2","0.23","33","2","6.06","3","9.09"
"11347  :  โรงพยาบาลเกาะยาวชัยพัฒน์","398","100","25.13","1","0.25","350","316","90.29","324","92.57"
"11348  :  โรงพยาบาลกะปงชัยพัฒน์","281","182","64.77","64","22.78","272","22","8.09","124","45.59"
"11349  :  โรงพยาบาลตะกั่วทุ่ง","779","4","0.51","7","0.90","431","160","37.12","169","39.21"
"11350  :  โรงพยาบาลบางไทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11352  :  โรงพยาบาลคุระบุรีชัยพัฒน์","893","12","1.34","5","0.56","748","176","23.53","231","30.88"
"11353  :  โรงพยาบาลทับปุด","611","74","12.11","8","1.31","638","120","18.81","120","18.81"
"11354  :  โรงพยาบาลท้ายเหมืองชัยพัฒน์","746","0","0.00","0","0.00","569","255","44.82","255","44.82"
"10741  :  โรงพยาบาลวชิระภูเก็ต","3,378","158","4.68","14","0.41","1,735","159","9.16","180","10.37"
"11355  :  โรงพยาบาลป่าตอง","303","4","1.32","2","0.66","304","163","53.62","163","53.62"
"11356  :  โรงพยาบาลถลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24678  :  โรงพยาบาลองค์การบริหารส่วนจังหวัดภูเก็ต","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"41436  :  โรงพยาบาลฉลอง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"09192  :  โรงพยาบาลเกาะเต่า","109","0","0.00","0","0.00","108","0","0.00","0","0.00"
"10681  :  โรงพยาบาลสุราษฎร์ธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10742  :  โรงพยาบาลเกาะสมุย","768","0","0.00","0","0.00","24","0","0.00","0","0.00"
"11357  :  โรงพยาบาลกาญจนดิษฐ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11358  :  โรงพยาบาลดอนสัก","1,179","0","0.00","0","0.00","811","0","0.00","0","0.00"
"11359  :  โรงพยาบาลเกาะพงัน","219","0","0.00","0","0.00","233","0","0.00","0","0.00"
"11360  :  โรงพยาบาลไชยา","888","0","0.00","0","0.00","543","0","0.00","0","0.00"
"11361  :  โรงพยาบาลท่าชนะ","481","0","0.00","0","0.00","487","0","0.00","0","0.00"
"11362  :  โรงพยาบาลคีรีรัฐนิคม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11363  :  โรงพยาบาลบ้านตาขุน","409","0","0.00","0","0.00","414","0","0.00","0","0.00"
"11364  :  โรงพยาบาลพนม","538","0","0.00","0","0.00","546","0","0.00","0","0.00"
"11365  :  โรงพยาบาลท่าฉาง","413","0","0.00","0","0.00","418","0","0.00","0","0.00"
"11366  :  โรงพยาบาลบ้านนาสาร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11367  :  โรงพยาบาลบ้านนาเดิม","54","0","0.00","0","0.00","52","0","0.00","0","0.00"
"11368  :  โรงพยาบาลเคียนซา","1,702","0","0.00","0","0.00","887","0","0.00","0","0.00"
"11369  :  โรงพยาบาลพระแสง","843","0","0.00","0","0.00","602","0","0.00","0","0.00"
"11370  :  โรงพยาบาลพุนพิน","1,718","0","0.00","0","0.00","563","0","0.00","0","0.00"
"11371  :  โรงพยาบาลชัยบุรี","222","0","0.00","0","0.00","229","0","0.00","0","0.00"
"11459  :  โรงพยาบาลสมเด็จพระยุพราชเวียงสระ","422","0","0.00","0","0.00","422","0","0.00","0","0.00"
"11654  :  โรงพยาบาลวิภาวดี","216","0","0.00","0","0.00","233","0","0.00","0","0.00"
"12289  :  โรงพยาบาลสวนสราญรมย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14138  :  โรงพยาบาลท่าโรงช้าง","122","0","0.00","0","0.00","129","0","0.00","0","0.00"
"14203  :  โรงพยาบาลมะเร็งสุราษฎร์ธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14862  :  โรงพยาบาลกองบิน7","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14901  :  โรงพยาบาลค่ายวิภาวดีรังสิต","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40915  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคใต้","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10743  :  โรงพยาบาลระนอง","2,172","2","0.09","2","0.09","1,183","126","10.65","129","10.90"
"11323  :  โรงพยาบาลละอุ่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11372  :  โรงพยาบาลกะเปอร์","767","18","2.35","5","0.65","780","361","46.28","718","92.05"
"11373  :  โรงพยาบาลกระบุรี","792","60","7.58","1","0.13","498","43","8.63","42","8.43"
"11374  :  โรงพยาบาลสุขสำราญ","276","43","15.58","10","3.62","290","224","77.24","223","76.90"
"10744  :  โรงพยาบาลชุมพรเขตรอุดมศักดิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11375  :  โรงพยาบาลปากน้ำชุมพร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11376  :  โรงพยาบาลท่าแซะ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11377  :  โรงพยาบาลปะทิว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11378  :  โรงพยาบาลมาบอำมฤต","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11379  :  โรงพยาบาลหลังสวน","39","0","0.00","0","0.00","42","0","0.00","0","0.00"
"11380  :  โรงพยาบาลปากน้ำหลังสวน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11381  :  โรงพยาบาลละแม","628","0","0.00","0","0.00","571","0","0.00","0","0.00"
"11382  :  โรงพยาบาลพะโต๊ะ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11383  :  โรงพยาบาลสวี","903","0","0.00","0","0.00","904","0","0.00","0","0.00"
"11385  :  โรงพยาบาลทุ่งตะโก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11525  :  โรงพยาบาลค่ายเขตอุดมศักดิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10682  :  โรงพยาบาลหาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10745  :  โรงพยาบาลสงขลา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11386  :  โรงพยาบาลสทิงพระ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11387  :  โรงพยาบาลจะนะ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11388  :  โรงพยาบาลสมเด็จพระบรมราชินีนาถ ณ  อำเภอนาทวี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11390  :  โรงพยาบาลเทพา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11391  :  โรงพยาบาลสะบ้าย้อย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11392  :  โรงพยาบาลระโนด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11393  :  โรงพยาบาลกระแสสินธุ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11394  :  โรงพยาบาลรัตภูมิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11395  :  โรงพยาบาลสะเดา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11396  :  โรงพยาบาลนาหม่อม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11397  :  โรงพยาบาลควนเนียง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11398  :  โรงพยาบาลปาดังเบซาร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11399  :  โรงพยาบาลบางกล่ำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11400  :  โรงพยาบาลสิงหนคร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11401  :  โรงพยาบาลคลองหอยโข่ง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12290  :  โรงพยาบาลจิตเวชสงขลาราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14194  :  โรงพยาบาลธัญญารักษ์สงขลา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10746  :  โรงพยาบาลสตูล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11402  :  โรงพยาบาลควนโดน","549","0","0.00","0","0.00","272","0","0.00","0","0.00"
"11403  :  โรงพยาบาลควนกาหลง","307","0","0.00","0","0.00","297","0","0.00","0","0.00"
"11404  :  โรงพยาบาลท่าแพ","1,298","0","0.00","0","0.00","880","0","0.00","0","0.00"
"11405  :  โรงพยาบาลละงู","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11406  :  โรงพยาบาลทุ่งหว้า","481","0","0.00","0","0.00","367","0","0.00","0","0.00"
"28786  :  โรงพยาบาลมะนัง","171","0","0.00","0","0.00","168","0","0.00","0","0.00"
"10683  :  โรงพยาบาลตรัง","3,629","606","16.70","6","0.17","1,508","314","20.82","317","21.02"
"11407  :  โรงพยาบาลกันตัง","1,229","233","18.96","3","0.24","117","81","69.23","82","70.09"
"11408  :  โรงพยาบาลย่านตาขาว","1,533","242","15.79","199","12.98","856","174","20.33","30","3.50"
"11409  :  โรงพยาบาลปะเหลียน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11410  :  โรงพยาบาลสิเกา","401","164","40.90","68","16.96","407","271","66.58","276","67.81"
"11411  :  โรงพยาบาลห้วยยอด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11412  :  โรงพยาบาลวังวิเศษ","857","33","3.85","1","0.12","857","145","16.92","158","18.44"
"11413  :  โรงพยาบาลนาโยง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12226  :  โรงพยาบาลวัฒนแพทย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12230  :  โรงพยาบาล ทีอาร์พีเอช โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13755  :  โรงพยาบาลโรคผิวหนังเขตร้อนภาคใต้ จังหวัดตรัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14139  :  โรงพยาบาลรัษฎา","235","52","22.13","0","0.00","4","4","100.00","4","100.00"
"28817  :  โรงพยาบาลหาดสำราญเฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10747  :  โรงพยาบาลพัทลุง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11414  :  โรงพยาบาลกงหรา","248","64","25.81","68","27.42","253","65","25.69","4","1.58"
"11415  :  โรงพยาบาลเขาชัยสน","326","143","43.87","92","28.22","329","250","75.99","290","88.15"
"11416  :  โรงพยาบาลตะโหมด","678","352","51.92","36","5.31","534","231","43.26","231","43.26"
"11417  :  โรงพยาบาลควนขนุน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11418  :  โรงพยาบาลปากพะยูน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11419  :  โรงพยาบาลศรีบรรพต","176","115","65.34","2","1.14","176","163","92.61","162","92.05"
"11420  :  โรงพยาบาลป่าบอน","607","486","80.07","87","14.33","600","518","86.33","446","74.33"
"11421  :  โรงพยาบาลบางแก้ว","629","163","25.91","61","9.70","631","417","66.09","424","67.19"
"11422  :  โรงพยาบาลป่าพะยอม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24673  :  โรงพยาบาลศรีนครินทร์(ปัญญานันทภิขุ)","233","37","15.88","24","10.30","233","170","72.96","164","70.39"
"10748  :  โรงพยาบาลปัตตานี","1,543","46","2.98","37","2.40","449","4","0.89","4","0.89"
"11423  :  โรงพยาบาลโคกโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11424  :  โรงพยาบาลหนองจิก","586","12","2.05","2","0.34","585","360","61.54","361","61.71"
"11425  :  โรงพยาบาลปะนาเระ","171","19","11.11","5","2.92","172","62","36.05","74","43.02"
"11426  :  โรงพยาบาลมายอ","623","1","0.16","2","0.32","332","66","19.88","68","20.48"
"11427  :  โรงพยาบาลทุ่งยางแดง","236","0","0.00","0","0.00","193","0","0.00","0","0.00"
"11428  :  โรงพยาบาลไม้แก่น","384","128","33.33","18","4.69","375","222","59.20","222","59.20"
"11429  :  โรงพยาบาลยะหริ่ง","939","20","2.13","6","0.64","567","282","49.74","281","49.56"
"11430  :  โรงพยาบาลยะรัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11431  :  โรงพยาบาลแม่ลาน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11460  :  โรงพยาบาลสมเด็จพระยุพราชสายบุรี","1,338","37","2.77","11","0.82","12","1","8.33","1","8.33"
"11464  :  โรงพยาบาลกะพ้อ","296","1","0.34","1","0.34","298","8","2.68","9","3.02"
"11529  :  โรงพยาบาลค่ายอิงคยุทธบริหาร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14195  :  โรงพยาบาลธัญญรักษ์ปัตตานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10684  :  โรงพยาบาลยะลา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10749  :  โรงพยาบาลเบตง","1,056","52","4.92","6","0.57","33","7","21.21","7","21.21"
"11432  :  โรงพยาบาลบันนังสตา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11433  :  โรงพยาบาลธารโต","604","190","31.46","148","24.50","611","454","74.30","446","73.00"
"11434  :  โรงพยาบาลรามัน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11461  :  โรงพยาบาลสมเด็จพระยุพราชยะหา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12238  :  โรงพยาบาลสิโรรส","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13806  :  โรงพยาบาลกาบัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14663  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 12","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24689  :  โรงพยาบาลกรงปินัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10750  :  โรงพยาบาลนราธิวาสราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10751  :  โรงพยาบาลสุไหงโก-ลก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11435  :  โรงพยาบาลตากใบ","1,752","65","3.71","62","3.54","1,687","432","25.61","444","26.32"
"11436  :  โรงพยาบาลบาเจาะ","1,292","143","11.07","128","9.91","1,196","93","7.78","76","6.35"
"11437  :  โรงพยาบาลระแงะ","2,350","399","16.98","193","8.21","970","97","10.00","18","1.86"
"11438  :  โรงพยาบาลรือเสาะ","1,668","75","4.50","43","2.58","557","119","21.36","131","23.52"
"11439  :  โรงพยาบาลศรีสาคร","1,835","195","10.63","38","2.07","906","421","46.47","449","49.56"
"11440  :  โรงพยาบาลแว้ง","1,473","94","6.38","171","11.61","1,276","180","14.11","143","11.21"
"11441  :  โรงพยาบาลสุคิริน","431","9","2.09","3","0.70","424","156","36.79","168","39.62"
"11442  :  โรงพยาบาลสุไหงปาดี","1,454","67","4.61","46","3.16","1,274","311","24.41","309","24.25"
"13818  :  โรงพยาบาลจะแนะ","1,347","90","6.68","44","3.27","1,339","717","53.55","804","60.04"
"15010  :  โรงพยาบาลเจาะไอร้อง","2,036","136","6.68","67","3.29","778","185","23.78","185","23.78"
"23771  :  โรงพยาบาลยี่งอเฉลิมพระเกียรติ 80 พรรษา","376","1","0.27","0","0.00","356","37","10.39","78","21.91"
