"โรงพยาบาล","ปีการศึกษา 2563 เทอม1","ปีการศึกษา 2563 เทอม2"
"เด็กนักเรียน ป.1-6 ทั้งหมด(C)","ตรวจฟัน(B)","%","เคลือบหลุมร่องฟันแท้(A)","%","เด็กนักเรียน ป.1-6 ทั้งหมด (C)","ตรวจฟัน(B)","%","เคลือบหลุมร่องฟันแท้(A)","%"
"14918  :  โรงพยาบาลค่ายเทพสตรีศรีสุนทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21771  :  โรงพยาบาลเทศบาลนครนครศรีธรรมราช","10,770","41","0.38","132","1.23","19,487","455","2.33","629","3.23"
"40491  :  โรงพยาบาลเฉลิมพระเกียรติ","198","9","4.55","9","4.55","184","3","1.63","1","0.54"
"40492  :  โรงพยาบาลพ่อท่านคล้ายวาจาสิทธิ์","496","1","0.20","2","0.40","509","49","9.63","60","11.79"
"40742  :  โรงพยาบาลนบพิตำ","460","1","0.22","1","0.22","453","59","13.02","59","13.02"
"40743  :  โรงพยาบาลพระพรหม","147","19","12.93","12","8.16","153","0","0.00","9","5.88"
"40970  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยวลัยลักษณ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10738  :  โรงพยาบาลกระบี่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11340  :  โรงพยาบาลเขาพนม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11341  :  โรงพยาบาลเกาะลันตา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11342  :  โรงพยาบาลคลองท่อม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11343  :  โรงพยาบาลอ่าวลึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11344  :  โรงพยาบาลปลายพระยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11345  :  โรงพยาบาลลำทับ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11346  :  โรงพยาบาลเหนือคลอง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77753  :  โรงพยาบาลเกาะพีพี","108","0","0.00","0","0.00","89","7","7.87","14","15.73"
"10739  :  โรงพยาบาลพังงา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10740  :  โรงพยาบาลตะกั่วป่า","944","121","12.82","107","11.33","2,624","720","27.44","725","27.63"
"11347  :  โรงพยาบาลเกาะยาวชัยพัฒน์","482","302","62.66","1","0.21","482","330","68.46","331","68.67"
"11348  :  โรงพยาบาลกะปงชัยพัฒน์","346","232","67.05","189","54.62","376","3","0.80","87","23.14"
"11349  :  โรงพยาบาลตะกั่วทุ่ง","939","22","2.34","45","4.79","956","217","22.70","196","20.50"
"11350  :  โรงพยาบาลบางไทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11352  :  โรงพยาบาลคุระบุรีชัยพัฒน์","1,090","42","3.85","22","2.02","1,137","77","6.77","68","5.98"
"11353  :  โรงพยาบาลทับปุด","933","2","0.21","2","0.21","879","108","12.29","106","12.06"
"11354  :  โรงพยาบาลท้ายเหมืองชัยพัฒน์","807","120","14.87","123","15.24","969","125","12.90","124","12.80"
"10741  :  โรงพยาบาลวชิระภูเก็ต","3,487","52","1.49","37","1.06","3,479","316","9.08","353","10.15"
"11355  :  โรงพยาบาลป่าตอง","938","0","0.00","2","0.21","813","45","5.54","44","5.41"
"11356  :  โรงพยาบาลถลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24678  :  โรงพยาบาลองค์การบริหารส่วนจังหวัดภูเก็ต","0","0","0.00","0","0.00","674","93","13.80","94","13.95"
"41436  :  โรงพยาบาลฉลอง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"09192  :  โรงพยาบาลเกาะเต่า","199","0","0.00","2","1.01","162","2","1.23","0","0.00"
"10681  :  โรงพยาบาลสุราษฎร์ธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10742  :  โรงพยาบาลเกาะสมุย","913","79","8.65","2","0.22","905","95","10.50","148","16.35"
"11357  :  โรงพยาบาลกาญจนดิษฐ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11358  :  โรงพยาบาลดอนสัก","1,259","217","17.24","3","0.24","1,289","226","17.53","236","18.31"
"11359  :  โรงพยาบาลเกาะพงัน","307","90","29.32","90","29.32","299","45","15.05","41","13.71"
"11360  :  โรงพยาบาลไชยา","990","105","10.61","101","10.20","987","145","14.69","49","4.96"
"11361  :  โรงพยาบาลท่าชนะ","486","30","6.17","0","0.00","486","22","4.53","32","6.58"
"11362  :  โรงพยาบาลคีรีรัฐนิคม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11363  :  โรงพยาบาลบ้านตาขุน","461","2","0.43","48","10.41","464","96","20.69","52","11.21"
"11364  :  โรงพยาบาลพนม","594","0","0.00","6","1.01","598","7","1.17","3","0.50"
"11365  :  โรงพยาบาลท่าฉาง","429","0","0.00","0","0.00","432","76","17.59","76","17.59"
"11366  :  โรงพยาบาลบ้านนาสาร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11367  :  โรงพยาบาลบ้านนาเดิม","59","1","1.69","0","0.00","757","50","6.61","44","5.81"
"11368  :  โรงพยาบาลเคียนซา","1,833","34","1.85","31","1.69","1,829","23","1.26","23","1.26"
"11369  :  โรงพยาบาลพระแสง","912","270","29.61","2","0.22","912","303","33.22","303","33.22"
"11370  :  โรงพยาบาลพุนพิน","2,220","98","4.41","96","4.32","2,977","375","12.60","378","12.70"
"11371  :  โรงพยาบาลชัยบุรี","266","22","8.27","0","0.00","270","38","14.07","39","14.44"
"11459  :  โรงพยาบาลสมเด็จพระยุพราชเวียงสระ","449","0","0.00","0","0.00","463","0","0.00","0","0.00"
"11654  :  โรงพยาบาลวิภาวดี","285","77","27.02","43","15.09","300","78","26.00","66","22.00"
"12289  :  โรงพยาบาลสวนสราญรมย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14138  :  โรงพยาบาลท่าโรงช้าง","175","0","0.00","0","0.00","178","1","0.56","1","0.56"
"14203  :  โรงพยาบาลมะเร็งสุราษฎร์ธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14862  :  โรงพยาบาลกองบิน7","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14901  :  โรงพยาบาลค่ายวิภาวดีรังสิต","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40915  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคใต้","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10743  :  โรงพยาบาลระนอง","2,334","594","25.45","590","25.28","2,350","11","0.47","11","0.47"
"11323  :  โรงพยาบาลละอุ่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11372  :  โรงพยาบาลกะเปอร์","814","73","8.97","6","0.74","832","92","11.06","91","10.94"
"11373  :  โรงพยาบาลกระบุรี","861","153","17.77","1","0.12","879","116","13.20","188","21.39"
"11374  :  โรงพยาบาลสุขสำราญ","331","5","1.51","0","0.00","350","79","22.57","80","22.86"
"10744  :  โรงพยาบาลชุมพรเขตรอุดมศักดิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11375  :  โรงพยาบาลปากน้ำชุมพร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11376  :  โรงพยาบาลท่าแซะ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11377  :  โรงพยาบาลปะทิว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11378  :  โรงพยาบาลมาบอำมฤต","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11379  :  โรงพยาบาลหลังสวน","50","5","10.00","0","0.00","54","8","14.81","8","14.81"
"11380  :  โรงพยาบาลปากน้ำหลังสวน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11381  :  โรงพยาบาลละแม","886","57","6.43","63","7.11","914","217","23.74","208","22.76"
"11382  :  โรงพยาบาลพะโต๊ะ","742","128","17.25","124","16.71","735","174","23.67","174","23.67"
"11383  :  โรงพยาบาลสวี","947","2","0.21","15","1.58","946","114","12.05","102","10.78"
"11385  :  โรงพยาบาลทุ่งตะโก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11525  :  โรงพยาบาลค่ายเขตอุดมศักดิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10682  :  โรงพยาบาลหาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10745  :  โรงพยาบาลสงขลา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11386  :  โรงพยาบาลสทิงพระ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11387  :  โรงพยาบาลจะนะ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11388  :  โรงพยาบาลสมเด็จพระบรมราชินีนาถ ณ  อำเภอนาทวี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11390  :  โรงพยาบาลเทพา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11391  :  โรงพยาบาลสะบ้าย้อย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11392  :  โรงพยาบาลระโนด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11393  :  โรงพยาบาลกระแสสินธุ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11394  :  โรงพยาบาลรัตภูมิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11395  :  โรงพยาบาลสะเดา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11396  :  โรงพยาบาลนาหม่อม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11397  :  โรงพยาบาลควนเนียง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11398  :  โรงพยาบาลปาดังเบซาร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11399  :  โรงพยาบาลบางกล่ำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11400  :  โรงพยาบาลสิงหนคร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11401  :  โรงพยาบาลคลองหอยโข่ง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12290  :  โรงพยาบาลจิตเวชสงขลาราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14194  :  โรงพยาบาลธัญญารักษ์สงขลา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10746  :  โรงพยาบาลสตูล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11402  :  โรงพยาบาลควนโดน","615","57","9.27","1","0.16","624","70","11.22","78","12.50"
"11403  :  โรงพยาบาลควนกาหลง","360","26","7.22","5","1.39","354","26","7.34","26","7.34"
"11404  :  โรงพยาบาลท่าแพ","1,373","104","7.57","2","0.15","1,377","273","19.83","272","19.75"
"11405  :  โรงพยาบาลละงู","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11406  :  โรงพยาบาลทุ่งหว้า","474","76","16.03","36","7.59","466","63","13.52","66","14.16"
"28786  :  โรงพยาบาลมะนัง","175","62","35.43","58","33.14","175","76","43.43","55","31.43"
"10683  :  โรงพยาบาลตรัง","3,709","39","1.05","37","1.00","3,718","49","1.32","32","0.86"
"11407  :  โรงพยาบาลกันตัง","1,273","12","0.94","1","0.08","1,287","91","7.07","93","7.23"
"11408  :  โรงพยาบาลย่านตาขาว","1,537","563","36.63","304","19.78","1,748","555","31.75","454","25.97"
"11409  :  โรงพยาบาลปะเหลียน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11410  :  โรงพยาบาลสิเกา","435","39","8.97","70","16.09","441","110","24.94","56","12.70"
"11411  :  โรงพยาบาลห้วยยอด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11412  :  โรงพยาบาลวังวิเศษ","891","56","6.29","10","1.12","893","181","20.27","247","27.66"
"11413  :  โรงพยาบาลนาโยง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12226  :  โรงพยาบาลวัฒนแพทย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12230  :  โรงพยาบาล ทีอาร์พีเอช โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13755  :  โรงพยาบาลโรคผิวหนังเขตร้อนภาคใต้ จังหวัดตรัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14139  :  โรงพยาบาลรัษฎา","446","26","5.83","31","6.95","452","31","6.86","0","0.00"
"28817  :  โรงพยาบาลหาดสำราญเฉลิมพระเกียรติ 80 พรรษา","18","0","0.00","0","0.00","2","0","0.00","0","0.00"
"10747  :  โรงพยาบาลพัทลุง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11414  :  โรงพยาบาลกงหรา","288","19","6.60","25","8.68","280","23","8.21","1","0.36"
"11415  :  โรงพยาบาลเขาชัยสน","351","4","1.14","0","0.00","807","47","5.82","51","6.32"
"11416  :  โรงพยาบาลตะโหมด","1,151","650","56.47","645","56.04","1,178","738","62.65","116","9.85"
"11417  :  โรงพยาบาลควนขนุน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11418  :  โรงพยาบาลปากพะยูน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11419  :  โรงพยาบาลศรีบรรพต","189","1","0.53","1","0.53","188","1","0.53","0","0.00"
"11420  :  โรงพยาบาลป่าบอน","692","101","14.60","9","1.30","693","6","0.87","94","13.56"
"11421  :  โรงพยาบาลบางแก้ว","675","63","9.33","1","0.15","786","89","11.32","91","11.58"
"11422  :  โรงพยาบาลป่าพะยอม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24673  :  โรงพยาบาลศรีนครินทร์(ปัญญานันทภิขุ)","270","0","0.00","0","0.00","286","58","20.28","58","20.28"
"10748  :  โรงพยาบาลปัตตานี","1,623","116","7.15","4","0.25","3,919","356","9.08","288","7.35"
"11423  :  โรงพยาบาลโคกโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11424  :  โรงพยาบาลหนองจิก","620","10","1.61","2","0.32","623","93","14.93","92","14.77"
"11425  :  โรงพยาบาลปะนาเระ","202","40","19.80","6","2.97","196","64","32.65","63","32.14"
"11426  :  โรงพยาบาลมายอ","600","13","2.17","5","0.83","653","10","1.53","15","2.30"
"11427  :  โรงพยาบาลทุ่งยางแดง","298","82","27.52","85","28.52","304","49","16.12","37","12.17"
"11428  :  โรงพยาบาลไม้แก่น","417","2","0.48","1","0.24","437","181","41.42","181","41.42"
"11429  :  โรงพยาบาลยะหริ่ง","771","324","42.02","325","42.15","755","12","1.59","3","0.40"
"11430  :  โรงพยาบาลยะรัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11431  :  โรงพยาบาลแม่ลาน","84","0","0.00","0","0.00","8","0","0.00","0","0.00"
"11460  :  โรงพยาบาลสมเด็จพระยุพราชสายบุรี","1,858","258","13.89","27","1.45","2,824","573","20.29","564","19.97"
"11464  :  โรงพยาบาลกะพ้อ","329","10","3.04","5","1.52","313","123","39.30","136","43.45"
"11529  :  โรงพยาบาลค่ายอิงคยุทธบริหาร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14195  :  โรงพยาบาลธัญญรักษ์ปัตตานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10684  :  โรงพยาบาลยะลา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10749  :  โรงพยาบาลเบตง","1,149","20","1.74","24","2.09","1,161","251","21.62","246","21.19"
"11432  :  โรงพยาบาลบันนังสตา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11433  :  โรงพยาบาลธารโต","676","0","0.00","1","0.15","629","2","0.32","1","0.16"
"11434  :  โรงพยาบาลรามัน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11461  :  โรงพยาบาลสมเด็จพระยุพราชยะหา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12238  :  โรงพยาบาลสิโรรส","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13806  :  โรงพยาบาลกาบัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14663  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 12","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24689  :  โรงพยาบาลกรงปินัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10750  :  โรงพยาบาลนราธิวาสราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10751  :  โรงพยาบาลสุไหงโก-ลก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11435  :  โรงพยาบาลตากใบ","1,856","43","2.32","53","2.86","1,874","229","12.22","220","11.74"
"11436  :  โรงพยาบาลบาเจาะ","1,357","19","1.40","17","1.25","1,359","34","2.50","21","1.55"
"11437  :  โรงพยาบาลระแงะ","2,344","317","13.52","12","0.51","2,373","577","24.32","579","24.40"
"11438  :  โรงพยาบาลรือเสาะ","1,800","56","3.11","49","2.72","1,862","511","27.44","522","28.03"
"11439  :  โรงพยาบาลศรีสาคร","1,950","158","8.10","104","5.33","1,956","615","31.44","660","33.74"
"11440  :  โรงพยาบาลแว้ง","1,495","214","14.31","206","13.78","1,519","315","20.74","177","11.65"
"11441  :  โรงพยาบาลสุคิริน","425","93","21.88","4","0.94","432","126","29.17","129","29.86"
"11442  :  โรงพยาบาลสุไหงปาดี","1,377","61","4.43","59","4.28","1,377","239","17.36","235","17.07"
"13818  :  โรงพยาบาลจะแนะ","1,398","458","32.76","478","34.19","1,402","151","10.77","113","8.06"
"15010  :  โรงพยาบาลเจาะไอร้อง","2,223","250","11.25","242","10.89","2,238","193","8.62","171","7.64"
"23771  :  โรงพยาบาลยี่งอเฉลิมพระเกียรติ 80 พรรษา","363","21","5.79","8","2.20","368","37","10.05","44","11.96"
